region,date,population
Blekinge,2014-07-01,153447
Blekinge,2014-08-01,153556
Blekinge,2014-09-01,153841
Blekinge,2014-10-01,153928
Blekinge,2014-11-01,154024
Blekinge,2014-12-01,154157
Blekinge,2015-01-01,154340
Blekinge,2015-02-01,154443
Blekinge,2015-03-01,154581
Blekinge,2015-04-01,154753
Blekinge,2015-05-01,154982
Blekinge,2015-06-01,155149
Blekinge,2015-07-01,155394
Blekinge,2015-08-01,155553
Blekinge,2015-09-01,155733
Blekinge,2015-10-01,155959
Blekinge,2015-11-01,156131
Blekinge,2015-12-01,156253
Blekinge,2016-01-01,156389
Blekinge,2016-02-01,156470
Blekinge,2016-03-01,156590
Blekinge,2016-04-01,156562
Blekinge,2016-05-01,156789
Blekinge,2016-06-01,157017
Blekinge,2016-07-01,157169
Blekinge,2016-08-01,157483
Blekinge,2016-09-01,157717
Blekinge,2016-10-01,157881
Blekinge,2016-11-01,158212
Blekinge,2016-12-01,158453
Blekinge,2017-01-01,158678
Blekinge,2017-02-01,158738
Blekinge,2017-03-01,158819
Blekinge,2017-04-01,158840
Blekinge,2017-05-01,158913
Blekinge,2017-06-01,158977
Blekinge,2017-07-01,159169
Blekinge,2017-08-01,159339
Blekinge,2017-09-01,159367
Blekinge,2017-10-01,159392
Blekinge,2017-11-01,159378
Blekinge,2017-12-01,159371
Blekinge,2018-01-01,159375
Blekinge,2018-02-01,159297
Blekinge,2018-03-01,159362
Blekinge,2018-04-01,159466
Blekinge,2018-05-01,159508
Blekinge,2018-06-01,159648
Blekinge,2018-07-01,159797
Blekinge,2018-08-01,159892
Blekinge,2018-09-01,159838
Blekinge,2018-10-01,159715
Blekinge,2018-11-01,159727
Blekinge,2018-12-01,159684
Blekinge,2019-01-01,159722
Blekinge,2019-02-01,159790
Blekinge,2019-03-01,159837
Blekinge,2019-04-01,159784
Blekinge,2019-05-01,159849
Blekinge,2019-06-01,159900
Blekinge,2019-07-01,159962
Blekinge,2019-08-01,159908
Blekinge,2019-09-01,159837
Blekinge,2019-10-01,159769
Blekinge,2019-11-01,159715
Blekinge,2019-12-01,159606
Blekinge,2020-01-01,159610
Blekinge,2020-02-01,159569
Blekinge,2020-03-01,159512
Blekinge,2020-04-01,159463
Blekinge,2020-05-01,159473
Blekinge,2020-06-01,159396
Blekinge,2020-07-01,159369
Blekinge,2020-08-01,159404
Blekinge,2020-09-01,159349
Blekinge,2020-10-01,159259
Blekinge,2020-11-01,159205
Blekinge,2020-12-01,159056
Blekinge,2021-01-01,158973
Blekinge,2021-02-01,158943
Blekinge,2021-03-01,158871
Blekinge,2021-04-01,158854
Blekinge,2021-05-01,158918
Blekinge,2021-06-01,158974
Blekinge,2021-07-01,159037
Blekinge,2021-08-01,159095
Blekinge,2021-09-01,159021
Blekinge,2021-10-01,159021
Blekinge,2021-11-01,159035
Blekinge,2021-12-01,158937
Blekinge,2022-01-01,158866
Skåne,2006-01-01,1170550
Skåne,2006-02-01,1171749
Skåne,2006-03-01,1172929
Skåne,2006-04-01,1174069
Skåne,2006-05-01,1175170
Skåne,2006-06-01,1176437
Skåne,2006-07-01,1178049
Skåne,2006-08-01,1179709
Skåne,2006-09-01,1181545
Skåne,2006-10-01,1182920
Skåne,2006-11-01,1183907
Skåne,2006-12-01,1184500
Skåne,2007-01-01,1185619
Skåne,2007-02-01,1186673
Skåne,2007-03-01,1187736
Skåne,2007-04-01,1188596
Skåne,2007-05-01,1189566
Skåne,2007-06-01,1190803
Skåne,2007-07-01,1192553
Skåne,2007-08-01,1194173
Skåne,2007-09-01,1195816
Skåne,2007-10-01,1197288
Skåne,2007-11-01,1198489
Skåne,2007-12-01,1199357
Skåne,2008-01-01,1200434
Skåne,2008-02-01,1201669
Skåne,2008-03-01,1202646
Skåne,2008-04-01,1203506
Skåne,2008-05-01,1204578
Skåne,2008-06-01,1205914
Skåne,2008-07-01,1207358
Skåne,2008-08-01,1209503
Skåne,2008-09-01,1211365
Skåne,2008-10-01,1212722
Skåne,2008-11-01,1213828
Skåne,2008-12-01,1214758
Skåne,2009-01-01,1215656
Skåne,2009-02-01,1216432
Skåne,2009-03-01,1217467
Skåne,2009-04-01,1218792
Skåne,2009-05-01,1220012
Skåne,2009-06-01,1221672
Skåne,2009-07-01,1223618
Skåne,2009-08-01,1225915
Skåne,2009-09-01,1227868
Skåne,2009-10-01,1229171
Skåne,2009-11-01,1230301
Skåne,2009-12-01,1231062
Skåne,2010-01-01,1231999
Skåne,2010-02-01,1232707
Skåne,2010-03-01,1233678
Skåne,2010-04-01,1234416
Skåne,2010-05-01,1235285
Skåne,2010-06-01,1236224
Skåne,2010-07-01,1237112
Skåne,2010-08-01,1239361
Skåne,2010-09-01,1241028
Skåne,2010-10-01,1241970
Skåne,2010-11-01,1242944
Skåne,2010-12-01,1243329
Skåne,2011-01-01,1243902
Skåne,2011-02-01,1244423
Skåne,2011-03-01,1245214
Skåne,2011-04-01,1245992
Skåne,2011-05-01,1246627
Skåne,2011-06-01,1247338
Skåne,2011-07-01,1248560
Skåne,2011-08-01,1250015
Skåne,2011-09-01,1251213
Skåne,2011-10-01,1251948
Skåne,2011-11-01,1252457
Skåne,2011-12-01,1252933
Skåne,2012-01-01,1253282
Skåne,2012-02-01,1253852
Skåne,2012-03-01,1254502
Skåne,2012-04-01,1255244
Skåne,2012-05-01,1256160
Skåne,2012-06-01,1256922
Skåne,2012-07-01,1258042
Skåne,2012-08-01,1259545
Skåne,2012-09-01,1260920
Skåne,2012-10-01,1262025
Skåne,2012-11-01,1262686
Skåne,2012-12-01,1263088
Skåne,2013-01-01,1263754
Skåne,2013-02-01,1264375
Skåne,2013-03-01,1264978
Skåne,2013-04-01,1265438
Skåne,2013-05-01,1266255
Skåne,2013-06-01,1266994
Skåne,2013-07-01,1268489
Skåne,2013-08-01,1269881
Skåne,2013-09-01,1271281
Skåne,2013-10-01,1272446
Skåne,2013-11-01,1273440
Skåne,2013-12-01,1274069
Skåne,2014-01-01,1274859
Skåne,2014-02-01,1275704
Skåne,2014-03-01,1276758
Skåne,2014-04-01,1277916
Skåne,2014-05-01,1279116
Skåne,2014-06-01,1280257
Skåne,2014-07-01,1281722
Skåne,2014-08-01,1283617
Skåne,2014-09-01,1285423
Skåne,2014-10-01,1287113
Skåne,2014-11-01,1288028
Skåne,2014-12-01,1288908
Skåne,2015-01-01,1289905
Skåne,2015-02-01,1290742
Skåne,2015-03-01,1291804
Skåne,2015-04-01,1292464
Skåne,2015-05-01,1293682
Skåne,2015-06-01,1294687
Skåne,2015-07-01,1296301
Skåne,2015-08-01,1298383
Skåne,2015-09-01,1300118
Skåne,2015-10-01,1301555
Skåne,2015-11-01,1302716
Skåne,2015-12-01,1303627
Skåne,2016-01-01,1305002
Skåne,2016-02-01,1305997
Skåne,2016-03-01,1306951
Skåne,2016-04-01,1308197
Skåne,2016-05-01,1309358
Skåne,2016-06-01,1310901
Skåne,2016-07-01,1312889
Skåne,2016-08-01,1315175
Skåne,2016-09-01,1317548
Skåne,2016-10-01,1319669
Skåne,2016-11-01,1321860
Skåne,2016-12-01,1324565
Skåne,2017-01-01,1326309
Skåne,2017-02-01,1327600
Skåne,2017-03-01,1329111
Skåne,2017-04-01,1330322
Skåne,2017-05-01,1331981
Skåne,2017-06-01,1333646
Skåne,2017-07-01,1335904
Skåne,2017-08-01,1338404
Skåne,2017-09-01,1340415
Skåne,2017-10-01,1342102
Skåne,2017-11-01,1343349
Skåne,2017-12-01,1344689
Skåne,2018-01-01,1346081
Skåne,2018-02-01,1347374
Skåne,2018-03-01,1348607
Skåne,2018-04-01,1350038
Skåne,2018-05-01,1351549
Skåne,2018-06-01,1352802
Skåne,2018-07-01,1354496
Skåne,2018-08-01,1356656
Skåne,2018-09-01,1358637
Skåne,2018-10-01,1360161
Skåne,2018-11-01,1361223
Skåne,2018-12-01,1362164
Skåne,2019-01-01,1363503
Skåne,2019-02-01,1364696
Skåne,2019-03-01,1365964
Skåne,2019-04-01,1367158
Skåne,2019-05-01,1368430
Skåne,2019-06-01,1369456
Skåne,2019-07-01,1371094
Skåne,2019-08-01,1373298
Skåne,2019-09-01,1375627
Skåne,2019-10-01,1376695
Skåne,2019-11-01,1377169
Skåne,2019-12-01,1377827
Skåne,2020-01-01,1378834
Skåne,2020-02-01,1380011
Skåne,2020-03-01,1380983
Skåne,2020-04-01,1381898
Skåne,2020-05-01,1382576
Skåne,2020-06-01,1383357
Skåne,2020-07-01,1384643
Skåne,2020-08-01,1386286
Skåne,2020-09-01,1387650
Skåne,2020-10-01,1388756
Skåne,2020-11-01,1389256
Skåne,2020-12-01,1389336
Skåne,2021-01-01,1389412
Skåne,2021-02-01,1390259
Skåne,2021-03-01,1391075
Skåne,2021-04-01,1392095
Skåne,2021-05-01,1393283
Skåne,2021-06-01,1394444
Skåne,2021-07-01,1396008
Skåne,2021-08-01,1398156
Skåne,2021-09-01,1399684
Skåne,2021-10-01,1401002
Skåne,2021-11-01,1401965
Skåne,2021-12-01,1402425
Skåne,2022-01-01,1403311
Halland,2006-01-01,286005
Halland,2006-02-01,286221
Halland,2006-03-01,286454
Halland,2006-04-01,286755
Halland,2006-05-01,287129
Halland,2006-06-01,287669
Halland,2006-07-01,288224
Halland,2006-08-01,288422
Halland,2006-09-01,288527
Halland,2006-10-01,288643
Halland,2006-11-01,288728
Halland,2006-12-01,288859
Halland,2007-01-01,288876
Halland,2007-02-01,289043
Halland,2007-03-01,289172
Halland,2007-04-01,289535
Halland,2007-05-01,289836
Halland,2007-06-01,290416
Halland,2007-07-01,290780
Halland,2007-08-01,290892
Halland,2007-09-01,290938
Halland,2007-10-01,291142
Halland,2007-11-01,291272
Halland,2007-12-01,291393
Halland,2008-01-01,291377
Halland,2008-02-01,291557
Halland,2008-03-01,291641
Halland,2008-04-01,291984
Halland,2008-05-01,292163
Halland,2008-06-01,292542
Halland,2008-07-01,292967
Halland,2008-08-01,292967
Halland,2008-09-01,293124
Halland,2008-10-01,293361
Halland,2008-11-01,293498
Halland,2008-12-01,293572
Halland,2009-01-01,293573
Halland,2009-02-01,293691
Halland,2009-03-01,293889
Halland,2009-04-01,294202
Halland,2009-05-01,294483
Halland,2009-06-01,295115
Halland,2009-07-01,295595
Halland,2009-08-01,296031
Halland,2009-09-01,296273
Halland,2009-10-01,296460
Halland,2009-11-01,296684
Halland,2009-12-01,296825
Halland,2010-01-01,296986
Halland,2010-02-01,297079
Halland,2010-03-01,297255
Halland,2010-04-01,297498
Halland,2010-05-01,297687
Halland,2010-06-01,298124
Halland,2010-07-01,298589
Halland,2010-08-01,298997
Halland,2010-09-01,299128
Halland,2010-10-01,299204
Halland,2010-11-01,299423
Halland,2010-12-01,299484
Halland,2011-01-01,299408
Halland,2011-02-01,299439
Halland,2011-03-01,299606
Halland,2011-04-01,299755
Halland,2011-05-01,300071
Halland,2011-06-01,300549
Halland,2011-07-01,300915
Halland,2011-08-01,301057
Halland,2011-09-01,301122
Halland,2011-10-01,301286
Halland,2011-11-01,301446
Halland,2011-12-01,301724
Halland,2012-01-01,301699
Halland,2012-02-01,301725
Halland,2012-03-01,301886
Halland,2012-04-01,302174
Halland,2012-05-01,302408
Halland,2012-06-01,302975
Halland,2012-07-01,303477
Halland,2012-08-01,303673
Halland,2012-09-01,303777
Halland,2012-10-01,303823
Halland,2012-11-01,303926
Halland,2012-12-01,304116
Halland,2013-01-01,304123
Halland,2013-02-01,304111
Halland,2013-03-01,304181
Halland,2013-04-01,304423
Halland,2013-05-01,304774
Halland,2013-06-01,305119
Halland,2013-07-01,305729
Halland,2013-08-01,305900
Halland,2013-09-01,305986
Halland,2013-10-01,306258
Halland,2013-11-01,306594
Halland,2013-12-01,306840
Halland,2014-01-01,306995
Halland,2014-02-01,307174
Halland,2014-03-01,307383
Halland,2014-04-01,307728
Halland,2014-05-01,308145
Halland,2014-06-01,308735
Halland,2014-07-01,309320
Halland,2014-08-01,309641
Halland,2014-09-01,309880
Halland,2014-10-01,310207
Halland,2014-11-01,310445
Halland,2014-12-01,310665
Halland,2015-01-01,310810
Halland,2015-02-01,311011
Halland,2015-03-01,311304
Halland,2015-04-01,311617
Halland,2015-05-01,312043
Halland,2015-06-01,312599
Halland,2015-07-01,313081
Halland,2015-08-01,313306
Halland,2015-09-01,313626
Halland,2015-10-01,314005
Halland,2015-11-01,314372
Halland,2015-12-01,314784
Halland,2016-01-01,315041
Halland,2016-02-01,315248
Halland,2016-03-01,315427
Halland,2016-04-01,315604
Halland,2016-05-01,315954
Halland,2016-06-01,316693
Halland,2016-07-01,317500
Halland,2016-08-01,318163
Halland,2016-09-01,318713
Halland,2016-10-01,319295
Halland,2016-11-01,319731
Halland,2016-12-01,320333
Halland,2017-01-01,320508
Halland,2017-02-01,320803
Halland,2017-03-01,320960
Halland,2017-04-01,321373
Halland,2017-05-01,321797
Halland,2017-06-01,322343
Halland,2017-07-01,322986
Halland,2017-08-01,323456
Halland,2017-09-01,323729
Halland,2017-10-01,324090
Halland,2017-11-01,324367
Halland,2017-12-01,324825
Halland,2018-01-01,325175
Halland,2018-02-01,325502
Halland,2018-03-01,325813
Halland,2018-04-01,326110
Halland,2018-05-01,326660
Halland,2018-06-01,327248
Halland,2018-07-01,327819
Halland,2018-08-01,328271
Halland,2018-09-01,328524
Halland,2018-10-01,328835
Halland,2018-11-01,329146
Halland,2018-12-01,329352
Halland,2019-01-01,329699
Halland,2019-02-01,330047
Halland,2019-03-01,330310
Halland,2019-04-01,330721
Halland,2019-05-01,331100
Halland,2019-06-01,331650
Halland,2019-07-01,332168
Halland,2019-08-01,332548
Halland,2019-09-01,332774
Halland,2019-10-01,333075
Halland,2019-11-01,333545
Halland,2019-12-01,333848
Halland,2020-01-01,334124
Halland,2020-02-01,334327
Halland,2020-03-01,334601
Halland,2020-04-01,334844
Halland,2020-05-01,335004
Halland,2020-06-01,335477
Halland,2020-07-01,335890
Halland,2020-08-01,335956
Halland,2020-09-01,336132
Halland,2020-10-01,336358
Halland,2020-11-01,336557
Halland,2020-12-01,336748
Halland,2021-01-01,336894
Halland,2021-02-01,337129
Halland,2021-03-01,337361
Halland,2021-04-01,337710
Halland,2021-05-01,338044
Halland,2021-06-01,338593
Halland,2021-07-01,339146
Halland,2021-08-01,339467
Halland,2021-09-01,339728
Halland,2021-10-01,339894
Halland,2021-11-01,340145
Halland,2021-12-01,340243
Halland,2022-01-01,340401
Västra Götaland,2006-01-01,1529853
Västra Götaland,2006-02-01,1531007
Västra Götaland,2006-03-01,1532063
Västra Götaland,2006-04-01,1532949
Västra Götaland,2006-05-01,1533701
Västra Götaland,2006-06-01,1534860
Västra Götaland,2006-07-01,1535721
Västra Götaland,2006-08-01,1536760
Västra Götaland,2006-09-01,1537444
Västra Götaland,2006-10-01,1537827
Västra Götaland,2006-11-01,1538112
Västra Götaland,2006-12-01,1538284
Västra Götaland,2007-01-01,1538798
Västra Götaland,2007-02-01,1539330
Västra Götaland,2007-03-01,1539877
Västra Götaland,2007-04-01,1540607
Västra Götaland,2007-05-01,1541368
Västra Götaland,2007-06-01,1542360
Västra Götaland,2007-07-01,1543507
Västra Götaland,2007-08-01,1544958
Västra Götaland,2007-09-01,1545670
Västra Götaland,2007-10-01,1546172
Västra Götaland,2007-11-01,1546851
Västra Götaland,2007-12-01,1547298
Västra Götaland,2008-01-01,1548176
Västra Götaland,2008-02-01,1548914
Västra Götaland,2008-03-01,1549343
Västra Götaland,2008-04-01,1549804
Västra Götaland,2008-05-01,1550793
Västra Götaland,2008-06-01,1552168
Västra Götaland,2008-07-01,1553619
Västra Götaland,2008-08-01,1555214
Västra Götaland,2008-09-01,1556386
Västra Götaland,2008-10-01,1557179
Västra Götaland,2008-11-01,1558042
Västra Götaland,2008-12-01,1558130
Västra Götaland,2009-01-01,1558430
Västra Götaland,2009-02-01,1558827
Västra Götaland,2009-03-01,1559676
Västra Götaland,2009-04-01,1560469
Västra Götaland,2009-05-01,1561581
Västra Götaland,2009-06-01,1563146
Västra Götaland,2009-07-01,1564575
Västra Götaland,2009-08-01,1566680
Västra Götaland,2009-09-01,1567771
Västra Götaland,2009-10-01,1568385
Västra Götaland,2009-11-01,1568909
Västra Götaland,2009-12-01,1569458
Västra Götaland,2010-01-01,1570072
Västra Götaland,2010-02-01,1570831
Västra Götaland,2010-03-01,1571615
Västra Götaland,2010-04-01,1572391
Västra Götaland,2010-05-01,1573405
Västra Götaland,2010-06-01,1574900
Västra Götaland,2010-07-01,1576192
Västra Götaland,2010-08-01,1577599
Västra Götaland,2010-09-01,1578516
Västra Götaland,2010-10-01,1579074
Västra Götaland,2010-11-01,1579785
Västra Götaland,2010-12-01,1580297
Västra Götaland,2011-01-01,1580655
Västra Götaland,2011-02-01,1581200
Västra Götaland,2011-03-01,1581850
Västra Götaland,2011-04-01,1582905
Västra Götaland,2011-05-01,1584164
Västra Götaland,2011-06-01,1585446
Västra Götaland,2011-07-01,1586874
Västra Götaland,2011-08-01,1588087
Västra Götaland,2011-09-01,1589016
Västra Götaland,2011-10-01,1589590
Västra Götaland,2011-11-01,1590303
Västra Götaland,2011-12-01,1590604
Västra Götaland,2012-01-01,1591075
Västra Götaland,2012-02-01,1591557
Västra Götaland,2012-03-01,1591955
Västra Götaland,2012-04-01,1592479
Västra Götaland,2012-05-01,1593601
Västra Götaland,2012-06-01,1594807
Västra Götaland,2012-07-01,1595919
Västra Götaland,2012-08-01,1597119
Västra Götaland,2012-09-01,1598115
Västra Götaland,2012-10-01,1598732
Västra Götaland,2012-11-01,1599755
Västra Götaland,2012-12-01,1600447
Västra Götaland,2013-01-01,1601300
Västra Götaland,2013-02-01,1602131
Västra Götaland,2013-03-01,1603239
Västra Götaland,2013-04-01,1604420
Västra Götaland,2013-05-01,1605850
Västra Götaland,2013-06-01,1607767
Västra Götaland,2013-07-01,1609522
Västra Götaland,2013-08-01,1610974
Västra Götaland,2013-09-01,1612144
Västra Götaland,2013-10-01,1613274
Västra Götaland,2013-11-01,1614371
Västra Götaland,2013-12-01,1615084
Västra Götaland,2014-01-01,1616191
Västra Götaland,2014-02-01,1617298
Västra Götaland,2014-03-01,1618679
Västra Götaland,2014-04-01,1619955
Västra Götaland,2014-05-01,1621504
Västra Götaland,2014-06-01,1623406
Västra Götaland,2014-07-01,1625378
Västra Götaland,2014-08-01,1627208
Västra Götaland,2014-09-01,1629392
Västra Götaland,2014-10-01,1630422
Västra Götaland,2014-11-01,1631218
Västra Götaland,2014-12-01,1632012
Västra Götaland,2015-01-01,1633138
Västra Götaland,2015-02-01,1634022
Västra Götaland,2015-03-01,1635156
Västra Götaland,2015-04-01,1636312
Västra Götaland,2015-05-01,1637656
Västra Götaland,2015-06-01,1639525
Västra Götaland,2015-07-01,1641175
Västra Götaland,2015-08-01,1642852
Västra Götaland,2015-09-01,1644603
Västra Götaland,2015-10-01,1646134
Västra Götaland,2015-11-01,1647464
Västra Götaland,2015-12-01,1648682
Västra Götaland,2016-01-01,1649958
Västra Götaland,2016-02-01,1651148
Västra Götaland,2016-03-01,1652641
Västra Götaland,2016-04-01,1654039
Västra Götaland,2016-05-01,1656040
Västra Götaland,2016-06-01,1658326
Västra Götaland,2016-07-01,1660413
Västra Götaland,2016-08-01,1663584
Västra Götaland,2016-09-01,1666055
Västra Götaland,2016-10-01,1668228
Västra Götaland,2016-11-01,1670264
Västra Götaland,2016-12-01,1671783
Västra Götaland,2017-01-01,1673689
Västra Götaland,2017-02-01,1675119
Västra Götaland,2017-03-01,1676588
Västra Götaland,2017-04-01,1677917
Västra Götaland,2017-05-01,1679626
Västra Götaland,2017-06-01,1681082
Västra Götaland,2017-07-01,1682682
Västra Götaland,2017-08-01,1684845
Västra Götaland,2017-09-01,1686287
Västra Götaland,2017-10-01,1687754
Västra Götaland,2017-11-01,1689416
Västra Götaland,2017-12-01,1690782
Västra Götaland,2018-01-01,1692270
Västra Götaland,2018-02-01,1693598
Västra Götaland,2018-03-01,1694723
Västra Götaland,2018-04-01,1696331
Västra Götaland,2018-05-01,1698386
Västra Götaland,2018-06-01,1700509
Västra Götaland,2018-07-01,1702722
Västra Götaland,2018-08-01,1704671
Västra Götaland,2018-09-01,1706393
Västra Götaland,2018-10-01,1707527
Västra Götaland,2018-11-01,1709055
Västra Götaland,2018-12-01,1709814
Västra Götaland,2019-01-01,1711057
Västra Götaland,2019-02-01,1712394
Västra Götaland,2019-03-01,1713907
Västra Götaland,2019-04-01,1715360
Västra Götaland,2019-05-01,1717015
Västra Götaland,2019-06-01,1718832
Västra Götaland,2019-07-01,1720309
Västra Götaland,2019-08-01,1722087
Västra Götaland,2019-09-01,1723548
Västra Götaland,2019-10-01,1724586
Västra Götaland,2019-11-01,1725262
Västra Götaland,2019-12-01,1725881
Västra Götaland,2020-01-01,1726778
Västra Götaland,2020-02-01,1727656
Västra Götaland,2020-03-01,1728573
Västra Götaland,2020-04-01,1729121
Västra Götaland,2020-05-01,1729529
Västra Götaland,2020-06-01,1730306
Västra Götaland,2020-07-01,1731178
Västra Götaland,2020-08-01,1732582
Västra Götaland,2020-09-01,1733574
Västra Götaland,2020-10-01,1734324
Västra Götaland,2020-11-01,1734564
Västra Götaland,2020-12-01,1734443
Västra Götaland,2021-01-01,1734533
Västra Götaland,2021-02-01,1735097
Västra Götaland,2021-03-01,1735879
Västra Götaland,2021-04-01,1736658
Västra Götaland,2021-05-01,1737482
Västra Götaland,2021-06-01,1738570
Västra Götaland,2021-07-01,1739892
Västra Götaland,2021-08-01,1741359
Västra Götaland,2021-09-01,1742917
Västra Götaland,2021-10-01,1743387
Västra Götaland,2021-11-01,1744060
Västra Götaland,2021-12-01,1744859
Västra Götaland,2022-01-01,1745646
Värmland,2006-01-01,273315
Värmland,2006-02-01,273418
Värmland,2006-03-01,273339
Värmland,2006-04-01,273330
Värmland,2006-05-01,273415
Värmland,2006-06-01,273354
Värmland,2006-07-01,273401
Värmland,2006-08-01,273451
Värmland,2006-09-01,273511
Värmland,2006-10-01,273547
Värmland,2006-11-01,273481
Värmland,2006-12-01,273489
Värmland,2007-01-01,273520
Värmland,2007-02-01,273505
Värmland,2007-03-01,273524
Värmland,2007-04-01,273561
Värmland,2007-05-01,273662
Värmland,2007-06-01,273665
Värmland,2007-07-01,273727
Värmland,2007-08-01,273744
Värmland,2007-09-01,273758
Värmland,2007-10-01,273820
Värmland,2007-11-01,273844
Värmland,2007-12-01,273826
Värmland,2008-01-01,273628
Värmland,2008-02-01,273605
Värmland,2008-03-01,273568
Värmland,2008-04-01,273564
Värmland,2008-05-01,273675
Värmland,2008-06-01,273772
Värmland,2008-07-01,273919
Värmland,2008-08-01,273916
Värmland,2008-09-01,273771
Värmland,2008-10-01,273721
Värmland,2008-11-01,273545
Värmland,2008-12-01,273374
Värmland,2009-01-01,273244
Värmland,2009-02-01,273152
Värmland,2009-03-01,273120
Värmland,2009-04-01,273114
Värmland,2009-05-01,273082
Värmland,2009-06-01,273044
Värmland,2009-07-01,273123
Värmland,2009-08-01,273355
Värmland,2009-09-01,273513
Värmland,2009-10-01,273436
Värmland,2009-11-01,273305
Värmland,2009-12-01,273257
Värmland,2010-01-01,273215
Värmland,2010-02-01,273118
Värmland,2010-03-01,273059
Värmland,2010-04-01,273105
Värmland,2010-05-01,273159
Värmland,2010-06-01,273210
Värmland,2010-07-01,273115
Värmland,2010-08-01,273322
Värmland,2010-09-01,273462
Värmland,2010-10-01,273462
Värmland,2010-11-01,273388
Värmland,2010-12-01,273265
Värmland,2011-01-01,273005
Värmland,2011-02-01,272791
Värmland,2011-03-01,272773
Värmland,2011-04-01,272704
Värmland,2011-05-01,272749
Värmland,2011-06-01,272726
Värmland,2011-07-01,272736
Värmland,2011-08-01,272973
Värmland,2011-09-01,272985
Värmland,2011-10-01,272917
Värmland,2011-11-01,272811
Värmland,2011-12-01,272736
Värmland,2012-01-01,272632
Värmland,2012-02-01,272648
Värmland,2012-03-01,272653
Värmland,2012-04-01,272667
Värmland,2012-05-01,272761
Värmland,2012-06-01,272915
Värmland,2012-07-01,272980
Värmland,2012-08-01,273133
Värmland,2012-09-01,273097
Värmland,2012-10-01,273103
Värmland,2012-11-01,273156
Värmland,2012-12-01,273080
Värmland,2013-01-01,273045
Värmland,2013-02-01,273064
Värmland,2013-03-01,273132
Värmland,2013-04-01,273129
Värmland,2013-05-01,273194
Värmland,2013-06-01,273183
Värmland,2013-07-01,273310
Värmland,2013-08-01,273574
Värmland,2013-09-01,273619
Värmland,2013-10-01,273657
Värmland,2013-11-01,273735
Värmland,2013-12-01,273815
Värmland,2014-01-01,273832
Värmland,2014-02-01,273929
Värmland,2014-03-01,274059
Värmland,2014-04-01,274131
Värmland,2014-05-01,274238
Värmland,2014-06-01,274307
Värmland,2014-07-01,274418
Värmland,2014-08-01,274509
Värmland,2014-09-01,274582
Värmland,2014-10-01,274595
Värmland,2014-11-01,274693
Värmland,2014-12-01,274691
Värmland,2015-01-01,274730
Värmland,2015-02-01,274792
Värmland,2015-03-01,274773
Värmland,2015-04-01,274790
Värmland,2015-05-01,274893
Värmland,2015-06-01,274825
Värmland,2015-07-01,274879
Värmland,2015-08-01,275205
Värmland,2015-09-01,275455
Värmland,2015-10-01,275664
Värmland,2015-11-01,275801
Värmland,2015-12-01,275904
Värmland,2016-01-01,276078
Värmland,2016-02-01,276155
Värmland,2016-03-01,276280
Värmland,2016-04-01,276482
Värmland,2016-05-01,276661
Värmland,2016-06-01,276740
Värmland,2016-07-01,277095
Värmland,2016-08-01,277678
Värmland,2016-09-01,277945
Värmland,2016-10-01,278275
Värmland,2016-11-01,278931
Värmland,2016-12-01,279334
Värmland,2017-01-01,279304
Värmland,2017-02-01,279555
Värmland,2017-03-01,279583
Värmland,2017-04-01,279633
Värmland,2017-05-01,279605
Värmland,2017-06-01,279535
Värmland,2017-07-01,279684
Värmland,2017-08-01,279945
Värmland,2017-09-01,279999
Värmland,2017-10-01,280142
Värmland,2017-11-01,280272
Värmland,2017-12-01,280399
Värmland,2018-01-01,280340
Värmland,2018-02-01,280373
Värmland,2018-03-01,280445
Värmland,2018-04-01,280695
Värmland,2018-05-01,280803
Värmland,2018-06-01,280920
Värmland,2018-07-01,281017
Värmland,2018-08-01,281329
Värmland,2018-09-01,281367
Värmland,2018-10-01,281319
Värmland,2018-11-01,281396
Värmland,2018-12-01,281482
Värmland,2019-01-01,281505
Värmland,2019-02-01,281524
Värmland,2019-03-01,281646
Värmland,2019-04-01,281740
Värmland,2019-05-01,281859
Värmland,2019-06-01,281840
Värmland,2019-07-01,281977
Värmland,2019-08-01,282358
Värmland,2019-09-01,282400
Värmland,2019-10-01,282336
Värmland,2019-11-01,282432
Värmland,2019-12-01,282414
Värmland,2020-01-01,282405
Värmland,2020-02-01,282432
Värmland,2020-03-01,282457
Värmland,2020-04-01,282515
Värmland,2020-05-01,282569
Värmland,2020-06-01,282462
Värmland,2020-07-01,282533
Värmland,2020-08-01,282782
Värmland,2020-09-01,282840
Värmland,2020-10-01,282909
Värmland,2020-11-01,282952
Värmland,2020-12-01,282885
Värmland,2021-01-01,282825
Värmland,2021-02-01,282756
Värmland,2021-03-01,282762
Värmland,2021-04-01,282824
Värmland,2021-05-01,282801
Värmland,2021-06-01,282911
Värmland,2021-07-01,282828
Värmland,2021-08-01,282961
Värmland,2021-09-01,283115
Värmland,2021-10-01,283168
Värmland,2021-11-01,283270
Värmland,2021-12-01,283196
Värmland,2022-01-01,283182
Örebro,2006-01-01,274235
Örebro,2006-02-01,274459
Örebro,2006-03-01,274621
Örebro,2006-04-01,274724
Örebro,2006-05-01,274716
Örebro,2006-06-01,274675
Örebro,2006-07-01,274776
Örebro,2006-08-01,274787
Örebro,2006-09-01,274877
Örebro,2006-10-01,274914
Örebro,2006-11-01,275070
Örebro,2006-12-01,275030
